POWER GRID CORP. LTD.               ,POWERGRID ,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/powergridcorporationindia/PGC,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
RBL BANK LIMITED                    ,RBLBANK   ,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/rblbank/RB03,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
STEEL AUTHORITY OF INDIA            ,SAIL      ,https://www.moneycontrol.com/india/stockpricequote/steel-large/steelauthorityindia/SAI,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
STATE BANK OF INDIA                 ,SBIN      ,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/statebankindia/SBI,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
SIEMENS LTD                         ,SIEMENS   ,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/siemens/S,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
TATA CHEMICALS LTD                  ,TATACHEM  ,https://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
TORRENT POWER LTD                   ,TORNTPOWER,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/torrentpower/TP14,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
VOLTAS LTD                          ,VOLTAS    ,https://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
AMARA RAJA BATTERIES LTD.           ,AMARAJABAT,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/amararajabatteries/ARB,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
BALKRISHNA IND. LTD                 ,BALKRISIND,https://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
BATA INDIA LTD                      ,BATAINDIA ,https://www.moneycontrol.com/india/stockpricequote/leather-products/bataindia/BI01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
BIOCON LIMITED.                     ,BIOCON    ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
HDFC LIFE INS CO LTD                ,HDFCLIFE  ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/hdfclifeinsurancecompanylimited/HSL01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
MANAPPURAM FINANCE LTD              ,MANAPPURAM,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/manappuramfinance/MGF01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
NESTLE INDIA LIMITED                ,NESTLEIND ,https://www.moneycontrol.com/india/stockpricequote/food-processing/nestleindia/NI,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
SHRIRAM TRANSPORT FIN CO.           ,SRTRANSFIN,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/shriramtransportfinancecorporation/STF,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
TATA STEEL LIMITED                  ,TATASTEEL ,https://www.moneycontrol.com/india/stockpricequote/steel-large/tatasteel/TIS,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
GMR INFRASTRUCTURE LTD.             ,GMRINFRA  ,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
INFO EDGE (I) LTD                   ,NAUKRI    ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
PIDILITE INDUSTRIES LTD             ,PIDILITIND,https://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
MOTHERSON SUMI SYSTEMS LT           ,MOTHERSUMI,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/mothersonsumisystems/MSS01,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
SRF LTD                             ,SRF       ,https://www.moneycontrol.com/india/stockpricequote/diversified/srf/SRF,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
TVS MOTOR COMPANY  LTD              ,TVSMOTOR  ,https://www.moneycontrol.com/india/stockpricequote/auto-23-wheelers/tvsmotorcompany/TVS,,,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           
